ts_utc;kind;side;price_hint;range_id;message_id;confidence;signal_number
2024-08-22T13:21:14Z;range_close;;;2024-08-22-msg576;580;0.95;
2024-08-26T06:45:48Z;range_open;SELL;2514.0;2024-08-26-msg592;592;0.9;
2024-08-26T07:41:14Z;range_close;;;2024-08-26-msg592;593;0.95;
2024-08-28T08:09:35Z;range_open;BUY;;2024-08-28-msg629;629;0.9;
2024-08-28T10:57:05Z;range_close;;;2024-08-28-msg629;633;0.95;
2024-08-28T10:59:40Z;range_open;SELL;2505.0;2024-08-28-msg634;634;0.9;
2024-08-28T12:31:42Z;range_close;;;2024-08-28-msg634;639;0.95;
2024-08-29T07:49:06Z;range_open;SELL;2516.0;2024-08-29-msg644;644;0.9;
2024-08-29T12:17:38Z;range_close;;;2024-08-29-msg644;646;0.95;
2024-08-30T07:45:27Z;range_open;SELL;2520.0;2024-08-30-msg650;650;0.9;
2024-08-30T10:24:03Z;range_close;;;2024-08-30-msg650;651;0.95;
2024-09-03T12:14:17Z;range_open;SELL;2500.0;2024-09-03-msg689;689;0.9;
2024-09-03T13:35:18Z;range_close;;;2024-09-03-msg689;693;0.95;
2024-09-03T15:57:27Z;range_open;SELL;2488.0;2024-09-03-msg695;695;0.9;
2024-09-03T19:19:04Z;range_close;;;2024-09-03-msg695;698;0.95;
2024-09-04T09:45:28Z;range_open;SELL;2479.0;2024-09-04-msg704;704;0.9;
2024-09-04T14:03:23Z;range_close;;;2024-09-04-msg704;706;0.95;
2024-09-05T10:08:33Z;range_open;BUY;2514.0;2024-09-05-msg708;708;0.9;
2024-09-05T11:53:00Z;range_close;;;2024-09-05-msg708;712;0.95;
2024-09-05T13:06:43Z;range_open;BUY;2514.0;2024-09-05-msg713;713;0.9;
2024-09-05T13:29:23Z;range_close;;;2024-09-05-msg713;716;0.95;
2024-09-10T07:03:02Z;range_open;BUY;2504.0;2024-09-10-msg739;739;0.9;
2024-09-10T09:55:02Z;range_close;;;2024-09-10-msg739;744;0.95;
2024-09-10T09:56:08Z;range_open;SELL;2505.0;2024-09-10-msg745;745;0.9;
2024-09-10T14:16:32Z;range_close;;;2024-09-10-msg745;751;0.95;
2024-09-11T08:16:00Z;range_open;BUY;2523.0;2024-09-11-msg753;753;0.9;
2024-09-11T12:19:37Z;range_close;;;2024-09-11-msg753;760;0.95;
2024-09-11T14:22:19Z;range_open;SELL;2505.0;2024-09-11-msg761;761;0.9;
2024-09-11T16:46:49Z;range_close;;;2024-09-11-msg761;764;0.95;
2024-09-12T07:52:16Z;range_open;BUY;2516.0;2024-09-12-msg766;766;0.9;
2024-09-12T10:42:21Z;range_close;;;2024-09-12-msg766;771;0.95;
2024-09-12T15:56:35Z;range_open;BUY;2553.0;2024-09-12-msg774;774;0.9;
2024-09-12T16:14:16Z;range_close;;;2024-09-12-msg774;775;0.95;
2024-09-13T07:42:55Z;range_open;SELL;2567.0;2024-09-13-msg776;776;0.9;
2024-09-13T10:02:44Z;range_close;;;2024-09-13-msg776;778;0.95;
2024-09-13T12:32:05Z;range_open;SELL;2569.0;2024-09-13-msg779;779;0.9;
2024-09-13T13:41:47Z;range_close;;;2024-09-13-msg779;781;0.95;
2024-09-13T16:31:21Z;range_open;SELL;2582.0;2024-09-13-msg782;782;0.9;
2024-09-13T20:11:09Z;range_close;;;2024-09-13-msg782;789;0.95;
2024-09-16T11:58:07Z;range_open;SELL;2583.0;2024-09-16-msg812;812;0.9;
2024-09-16T13:25:19Z;range_close;;;2024-09-16-msg812;817;0.95;
2024-09-17T07:10:45Z;range_open;SELL;2584.0;2024-09-17-msg820;820;0.9;
2024-09-17T09:26:52Z;range_close;;;2024-09-17-msg820;825;0.95;
2024-09-17T10:21:25Z;range_open;BUY;2573.0;2024-09-17-msg826;826;0.9;
2024-09-17T11:22:24Z;range_close;;;2024-09-17-msg826;829;0.95;
2024-09-18T07:51:56Z;range_open;BUY;2570.0;2024-09-18-msg840;840;0.9;
2024-09-18T11:55:34Z;range_close;;;2024-09-18-msg840;846;0.95;
2024-09-18T11:58:58Z;range_open;BUY;2576.0;2024-09-18-msg847;847;0.9;
2024-09-18T17:27:09Z;range_close;;;2024-09-18-msg847;851;0.95;
2024-09-18T18:26:40Z;range_open;SELL;2595.0;2024-09-18-msg852;852;0.9;
2024-09-18T18:38:07Z;range_close;;;2024-09-18-msg852;857;0.95;
2024-09-19T07:20:35Z;range_open;BUY;2578.0;2024-09-19-msg861;861;0.9;
2024-09-19T09:21:08Z;range_close;;;2024-09-19-msg861;865;0.95;
2024-09-19T09:38:14Z;range_open;SELL;2593.0;2024-09-19-msg867;867;0.9;
2024-09-19T12:21:00Z;range_close;;;2024-09-19-msg867;871;0.95;
2024-09-19T13:00:22Z;range_open;BUY;2576.0;2024-09-19-msg872;872;0.9;
2024-09-19T13:15:14Z;range_close;;;2024-09-19-msg872;877;0.95;
2024-09-19T15:00:35Z;range_open;BUY;2581.0;2024-09-19-msg878;878;0.9;
2024-09-19T15:46:28Z;range_close;;;2024-09-19-msg878;884;0.95;
2024-09-19T15:58:29Z;range_open;SELL;2588.0;2024-09-19-msg885;885;0.9;
2024-09-19T18:10:29Z;range_close;;;2024-09-19-msg885;888;0.95;
2024-09-20T07:37:41Z;range_open;BUY;2606.0;2024-09-20-msg891;891;0.9;
2024-09-20T08:07:02Z;range_close;;;2024-09-20-msg891;894;0.95;
2024-09-20T11:12:11Z;range_open;SELL;2614.0;2024-09-20-msg896;896;0.9;
2024-09-20T11:53:55Z;range_close;;;2024-09-20-msg896;901;0.95;
2024-09-20T12:12:26Z;range_open;BUY;2615.0;2024-09-20-msg902;902;0.9;
2024-09-20T12:28:16Z;range_close;;;2024-09-20-msg902;905;0.95;
2024-09-20T13:27:58Z;range_open;SELL;2611.0;2024-09-20-msg906;906;0.9;
2024-09-20T15:41:54Z;range_close;;;2024-09-20-msg906;911;0.95;
2024-09-23T07:30:35Z;range_open;BUY;2619.0;2024-09-23-msg918;918;0.9;
2024-09-23T11:18:13Z;range_close;;;2024-09-23-msg918;923;0.95;
2024-09-23T11:51:05Z;range_open;BUY;2623.0;2024-09-23-msg924;924;0.9;
2024-09-23T12:46:20Z;range_close;;;2024-09-23-msg924;927;0.95;
2024-09-23T13:02:45Z;range_open;SELL;2626.0;2024-09-23-msg928;928;0.9;
2024-09-23T13:33:14Z;range_close;;;2024-09-23-msg928;929;0.95;
2024-09-23T15:47:40Z;range_open;BUY;2630.0;2024-09-23-msg933;933;0.9;
2024-09-23T19:59:52Z;range_close;;;2024-09-23-msg933;935;0.95;
2024-09-24T07:09:45Z;range_open;BUY;2637.0;2024-09-24-msg938;938;0.9;
2024-09-24T11:44:20Z;range_close;;;2024-09-24-msg938;943;0.95;
2024-09-24T11:50:04Z;range_open;BUY;2626.0;2024-09-24-msg944;944;0.9;
2024-09-24T12:56:47Z;range_close;;;2024-09-24-msg944;948;0.95;
2024-09-24T13:07:56Z;range_open;SELL;2635.0;2024-09-24-msg949;949;0.9;
2024-09-24T13:22:53Z;range_close;;;2024-09-24-msg949;952;0.95;
2024-09-24T14:55:27Z;range_open;SELL;2646.0;2024-09-24-msg954;954;0.9;
2024-09-24T15:06:07Z;range_close;;;2024-09-24-msg954;957;0.95;
2024-09-24T16:09:17Z;range_open;SELL;2641.0;2024-09-24-msg958;958;0.9;
2024-09-24T16:20:11Z;range_close;;;2024-09-24-msg958;960;0.95;
2024-09-24T16:54:23Z;range_open;SELL;2654.0;2024-09-24-msg962;962;0.9;
2024-09-24T17:07:02Z;range_close;;;2024-09-24-msg962;966;0.95;
2024-09-25T07:08:14Z;range_open;BUY;2652.0;2024-09-25-msg967;967;0.9;
2024-09-25T12:09:57Z;range_close;;;2024-09-25-msg967;974;0.95;
2024-09-25T12:40:31Z;range_open;BUY;2658.0;2024-09-25-msg975;975;0.9;
2024-09-25T13:15:27Z;range_close;;;2024-09-25-msg975;979;0.95;
2024-09-25T13:30:30Z;range_open;SELL;2664.0;2024-09-25-msg980;980;0.9;
2024-09-25T13:42:23Z;range_close;;;2024-09-25-msg980;982;0.95;
2024-09-26T08:09:33Z;range_open;SELL;2666.0;2024-09-26-msg986;986;0.9;
2024-09-26T08:24:05Z;range_close;;;2024-09-26-msg986;987;0.95;
2024-09-26T08:25:11Z;range_open;BUY;2666.0;2024-09-26-msg988;988;0.9;
2024-09-26T10:55:41Z;range_close;;;2024-09-26-msg988;992;0.95;
2024-09-26T12:03:06Z;range_open;SELL;2683.0;2024-09-26-msg993;993;0.9;
2024-09-26T12:20:09Z;range_close;;;2024-09-26-msg993;997;0.95;
2024-09-27T07:10:55Z;range_open;SELL;2666.0;2024-09-27-msg998;998;0.9;
2024-09-27T12:09:19Z;range_close;;;2024-09-27-msg998;1006;0.95;
2024-09-27T12:49:06Z;range_open;SELL;2670.0;2024-09-27-msg1007;1007;0.9;
2024-09-27T14:22:18Z;range_close;;;2024-09-27-msg1007;1012;0.95;
2024-09-30T07:15:52Z;range_open;SELL;2658.0;2024-09-30-msg1019;1019;0.9;
2024-09-30T09:18:22Z;range_close;;;2024-09-30-msg1019;1027;0.95;
2024-09-30T10:52:11Z;range_open;BUY;2636.0;2024-09-30-msg1030;1030;0.9;
2024-09-30T13:28:19Z;range_close;;;2024-09-30-msg1030;1037;0.95;
2024-09-30T13:28:56Z;range_open;SELL;2650.0;2024-09-30-msg1038;1038;0.9;
2024-09-30T13:49:03Z;range_close;;;2024-09-30-msg1038;1042;0.95;
2024-09-30T15:54:31Z;range_open;SELL;2632.0;2024-09-30-msg1045;1045;0.9;
2024-09-30T18:07:22Z;range_close;;;2024-09-30-msg1045;1048;0.95;
2024-10-01T07:39:20Z;range_open;SELL;2654.0;2024-10-01-msg1053;1053;0.9;
2024-10-01T13:34:02Z;range_close;;;2024-10-01-msg1053;1059;0.95;
2024-10-01T14:02:06Z;range_open;BUY;2668.0;2024-10-01-msg1062;1062;0.9;
2024-10-01T15:06:59Z;range_close;;;2024-10-01-msg1062;1063;0.95;
2024-10-02T07:33:48Z;range_open;SELL;2654.0;2024-10-02-msg1065;1065;0.9;
2024-10-02T11:51:04Z;range_close;;;2024-10-02-msg1065;1071;0.95;
2024-10-02T12:59:54Z;range_open;SELL;2650.0;2024-10-02-msg1072;1072;0.9;
2024-10-02T14:54:11Z;range_close;;;2024-10-02-msg1072;1075;0.95;
2024-10-02T15:09:40Z;range_open;BUY;2642.0;2024-10-02-msg1077;1077;0.9;
2024-10-02T15:17:40Z;range_close;;;2024-10-02-msg1077;1081;0.95;
2024-10-11T08:07:30Z;range_open;SELL;2644.0;2024-10-11-msg1214;1214;0.9;
2024-10-11T10:02:04Z;range_close;;;2024-10-11-msg1214;1218;0.95;
2024-10-11T10:03:00Z;range_open;SELL;2637.0;2024-10-11-msg1219;1219;0.9;
2024-10-11T12:40:27Z;range_close;;;2024-10-11-msg1219;1222;0.95;
2024-10-14T07:29:25Z;range_open;BUY;2660.0;2024-10-14-msg1242;1242;0.9;
2024-10-14T10:20:55Z;range_close;;;2024-10-14-msg1242;1246;0.95;
2024-10-14T13:38:50Z;range_open;SELL;2653.0;2024-10-14-msg1258;1258;0.9;
2024-10-14T14:05:03Z;range_close;;;2024-10-14-msg1258;1260;0.95;
2024-10-15T12:18:53Z;range_open;SELL;2651.0;2024-10-15-msg1273;1273;0.9;
2024-10-15T13:11:10Z;range_close;;;2024-10-15-msg1273;1277;0.95;
2024-10-15T14:27:25Z;range_open;SELL;2658.0;2024-10-15-msg1280;1280;0.9;
2024-10-15T17:03:40Z;range_close;;;2024-10-15-msg1280;1283;0.95;
2024-10-21T07:22:28Z;range_open;SELL;;2024-10-21-msg1345;1345;0.9;
2024-10-21T11:55:58Z;range_close;;;2024-10-21-msg1345;1353;0.95;
2024-10-21T11:56:38Z;range_open;SELL;2734.0;2024-10-21-msg1354;1354;0.9;
2024-10-21T13:51:06Z;range_close;;;2024-10-21-msg1354;1357;0.95;
2024-10-21T15:15:03Z;range_open;BUY;2720.0;2024-10-21-msg1358;1358;0.9;
2024-10-21T16:04:47Z;range_close;;;2024-10-21-msg1358;1362;0.95;
2024-10-22T07:22:20Z;range_open;BUY;2734.0;2024-10-22-msg1366;1366;0.9;
2024-10-22T10:46:59Z;range_close;;;2024-10-22-msg1366;1373;0.95;
2024-10-22T12:02:44Z;range_open;BUY;2732.0;2024-10-22-msg1374;1374;0.9;
2024-10-22T12:50:10Z;range_close;;;2024-10-22-msg1374;1378;0.95;
2024-10-22T13:23:12Z;range_open;SELL;2740.0;2024-10-22-msg1379;1379;0.9;
2024-10-22T14:07:18Z;range_close;;;2024-10-22-msg1379;1388;0.95;
2024-10-22T14:43:51Z;range_open;SELL;2740.0;2024-10-22-msg1389;1389;0.9;
2024-10-22T15:31:25Z;range_close;;;2024-10-22-msg1389;1391;0.95;
2024-10-22T15:51:20Z;range_open;BUY;2737.0;2024-10-22-msg1393;1393;0.9;
2024-10-22T16:08:26Z;range_close;;;2024-10-22-msg1393;1394;0.95;
2024-10-24T07:41:18Z;range_open;SELL;2735.0;2024-10-24-msg1426;1426;0.9;
2024-10-24T10:01:19Z;range_close;;;2024-10-24-msg1426;1429;0.95;
2024-10-24T10:02:09Z;range_open;BUY;2737.0;2024-10-24-msg1430;1430;0.9;
2024-10-24T11:39:30Z;range_close;;;2024-10-24-msg1430;1432;0.95;
2024-10-24T12:12:46Z;range_open;BUY;;2024-10-24-msg1434;1434;0.9;
2024-10-24T12:22:39Z;range_close;;;2024-10-24-msg1434;1435;0.95;
2024-10-31T12:51:30Z;range_open;BUY;;2024-10-31-msg1530;1530;0.9;2774
2024-10-31T13:31:32Z;range_close;;;2024-10-31-msg1530;1531;0.95;
2024-10-31T13:32:06Z;range_open;SELL;;2024-10-31-msg1532;1532;0.9;2765
2024-10-31T13:53:19Z;range_close;;;2024-10-31-msg1532;1537;0.95;
2024-10-31T14:46:35Z;range_open;BUY;;2024-10-31-msg1543;1543;0.9;2740
2024-10-31T14:51:52Z;range_close;;;2024-10-31-msg1543;1544;0.95;
2024-11-07T07:24:28Z;range_open;SELL;;2024-11-07-msg1649;1649;0.9;2665
2024-11-07T14:18:32Z;range_close;;;2024-11-07-msg1649;1658;0.95;
2024-11-12T12:04:48Z;range_open;SELL;;2024-11-12-msg1732;1732;0.9;2603
2024-11-12T13:26:23Z;range_close;;;2024-11-12-msg1732;1735;0.95;
2024-11-22T08:36:18Z;range_open;BUY;2698.0;2024-11-22-msg1883;1883;0.9;
2024-11-22T10:14:35Z;range_close;;;2024-11-22-msg1883;1890;0.95;
2024-11-22T14:28:42Z;range_open;BUY;;2024-11-22-msg1903;1903;0.9;2686
2024-11-22T14:45:40Z;range_close;;;2024-11-22-msg1903;1909;0.95;
2024-11-27T15:18:41Z;range_open;BUY;;2024-11-27-msg1977;1977;0.9;2639
2024-11-27T15:30:37Z;range_close;;;2024-11-27-msg1977;1981;0.95;
2024-11-28T08:27:35Z;range_open;BUY;;2024-11-28-msg1987;1987;0.9;2638
2024-11-28T09:53:12Z;range_close;;;2024-11-28-msg1987;1991;0.95;
2024-11-28T16:35:59Z;range_open;SELL;;2024-11-28-msg2000;2000;0.9;2641
2024-11-28T17:18:47Z;range_close;;;2024-11-28-msg2000;2001;0.95;
2024-11-29T14:06:17Z;range_open;SELL;;2024-11-29-msg2013;2013;0.9;2649
2024-11-29T15:01:08Z;range_close;;;2024-11-29-msg2013;2019;0.95;
2024-12-02T08:35:40Z;range_open;BUY;;2024-12-02-msg2025;2025;0.9;2628
2024-12-02T10:21:48Z;range_close;;;2024-12-02-msg2025;2030;0.95;
2024-12-02T10:44:54Z;range_open;BUY;;2024-12-02-msg2032;2032;0.9;2634
2024-12-02T11:22:53Z;range_close;;;2024-12-02-msg2032;2036;0.95;
2024-12-02T12:21:35Z;range_open;BUY;;2024-12-02-msg2037;2037;0.9;2643
2024-12-02T13:35:27Z;range_close;;;2024-12-02-msg2037;2044;0.95;
2024-12-02T14:16:59Z;range_open;SELL;;2024-12-02-msg2047;2047;0.9;2648
2024-12-02T14:30:42Z;range_close;;;2024-12-02-msg2047;2050;0.95;
2024-12-02T15:26:09Z;range_open;SELL;;2024-12-02-msg2051;2051;0.9;2646
2024-12-02T16:14:17Z;range_close;;;2024-12-02-msg2051;2055;0.95;
2024-12-03T08:12:50Z;range_open;BUY;;2024-12-03-msg2062;2062;0.9;2640
2024-12-03T09:08:51Z;range_close;;;2024-12-03-msg2062;2066;0.95;
2024-12-03T10:32:36Z;range_open;SELL;;2024-12-03-msg2067;2067;0.9;2645
2024-12-03T12:22:00Z;range_close;;;2024-12-03-msg2067;2072;0.95;
2024-12-03T12:22:44Z;range_open;BUY;;2024-12-03-msg2073;2073;0.9;2641
2024-12-03T13:25:28Z;range_close;;;2024-12-03-msg2073;2079;0.95;
2024-12-03T15:53:17Z;range_open;BUY;;2024-12-03-msg2080;2080;0.9;2640
2024-12-03T16:42:11Z;range_close;;;2024-12-03-msg2080;2087;0.95;
2024-12-04T08:11:22Z;range_open;BUY;;2024-12-04-msg2091;2091;0.9;2640
2024-12-04T11:13:55Z;range_open;SELL;;2024-12-04-msg2097;2097;0.9;2645
2024-12-04T12:51:34Z;range_close;;;2024-12-04-msg2097;2102;0.95;
2024-12-04T13:33:23Z;range_open;SELL;;2024-12-04-msg2103;2103;0.9;2645
2024-12-04T14:19:21Z;range_close;;;2024-12-04-msg2091;2105;0.95;
2024-12-04T14:19:21Z;range_close;;;2024-12-04-msg2103;2105;0.95;
2024-12-04T15:01:51Z;range_open;SELL;;2024-12-04-msg2107;2107;0.9;2649
2024-12-04T16:41:09Z;range_close;;;2024-12-04-msg2107;2111;0.95;
2024-12-05T13:34:45Z;range_open;SELL;;2024-12-05-msg2121;2121;0.9;2647
2024-12-05T14:58:21Z;range_close;;;2024-12-05-msg2121;2126;0.95;
2024-12-05T15:14:46Z;range_open;BUY;;2024-12-05-msg2127;2127;0.9;2636
2024-12-05T16:29:48Z;range_close;;;2024-12-05-msg2127;2134;0.95;
2024-12-09T12:31:18Z;range_open;SELL;;2024-12-09-msg2173;2173;0.9;2656
2024-12-09T12:48:11Z;range_close;;;2024-12-09-msg2173;2176;0.95;
2024-12-09T14:08:09Z;range_open;SELL;;2024-12-09-msg2177;2177;0.9;2665
2024-12-09T16:58:49Z;range_close;;;2024-12-09-msg2177;2186;0.95;
2024-12-10T07:55:16Z;range_open;BUY;;2024-12-10-msg2195;2195;0.9;2665
2024-12-10T09:44:47Z;range_close;;;2024-12-10-msg2195;2199;0.95;
2024-12-10T10:01:22Z;range_open;BUY;;2024-12-10-msg2202;2202;0.9;2665
2024-12-10T10:43:22Z;range_close;;;2024-12-10-msg2202;2209;0.95;
2024-12-10T12:25:53Z;range_open;SELL;;2024-12-10-msg2210;2210;0.9;2676
2024-12-10T16:02:12Z;range_close;;;2024-12-10-msg2210;2217;0.95;
2024-12-11T14:30:19Z;range_open;SELL;;2024-12-11-msg2238;2238;0.9;2700
2024-12-11T15:36:50Z;range_close;;;2024-12-11-msg2238;2242;0.95;
2024-12-12T07:46:29Z;range_open;SELL;;2024-12-12-msg2247;2247;0.9;2717
2024-12-12T10:33:05Z;range_close;;;2024-12-12-msg2247;2252;0.95;
2024-12-12T10:35:30Z;range_open;SELL;;2024-12-12-msg2253;2253;0.9;2714
2024-12-12T11:09:06Z;range_close;;;2024-12-12-msg2253;2258;0.95;
2024-12-12T12:45:57Z;range_open;SELL;;2024-12-12-msg2259;2259;0.9;2708
2024-12-12T13:05:50Z;range_close;;;2024-12-12-msg2259;2264;0.95;
2024-12-12T14:39:24Z;range_open;BUY;;2024-12-12-msg2267;2267;0.9;2682
2024-12-12T14:54:43Z;range_close;;;2024-12-12-msg2267;2273;0.95;
2024-12-12T15:59:52Z;range_open;SELL;;2024-12-12-msg2274;2274;0.9;2679
2024-12-12T16:28:46Z;range_close;;;2024-12-12-msg2274;2277;0.95;
2024-12-16T07:56:44Z;range_open;BUY;;2024-12-16-msg2307;2307;0.9;2653
2024-12-16T09:02:52Z;range_close;;;2024-12-16-msg2307;2313;0.95;
2024-12-16T10:55:32Z;range_open;BUY;;2024-12-16-msg2315;2315;0.9;2659
2024-12-16T11:19:19Z;range_close;;;2024-12-16-msg2315;2317;0.95;
2024-12-16T13:02:12Z;range_open;BUY;;2024-12-16-msg2318;2318;0.9;2661
2024-12-16T13:59:23Z;range_close;;;2024-12-16-msg2318;2327;0.95;
2024-12-16T16:26:44Z;range_open;BUY;;2024-12-16-msg2331;2331;0.9;2650
2024-12-16T16:45:30Z;range_close;;;2024-12-16-msg2331;2334;0.95;
2024-12-17T07:45:21Z;range_open;SELL;;2024-12-17-msg2338;2338;0.9;2654
2024-12-17T08:48:18Z;range_close;;;2024-12-17-msg2338;2345;0.95;
2024-12-17T11:01:56Z;range_open;SELL;;2024-12-17-msg2346;2346;0.9;2638
2024-12-17T13:26:13Z;range_close;;;2024-12-17-msg2346;2349;0.95;
2024-12-17T15:22:01Z;range_open;SELL;;2024-12-17-msg2353;2353;0.9;2640
2024-12-17T15:58:10Z;range_close;;;2024-12-17-msg2353;2359;0.95;
2024-12-19T07:30:11Z;range_open;SELL;;2024-12-19-msg2377;2377;0.9;2619
2024-12-19T09:00:27Z;range_close;;;2024-12-19-msg2377;2382;0.95;
2024-12-19T14:01:49Z;range_open;BUY;;2024-12-19-msg2394;2394;0.9;2596
2024-12-19T14:44:13Z;range_close;;;2024-12-19-msg2394;2398;0.95;
2024-12-19T15:02:58Z;range_open;BUY;;2024-12-19-msg2399;2399;0.9;2591
2024-12-19T15:21:11Z;range_close;;;2024-12-19-msg2399;2403;0.95;
2024-12-20T07:34:51Z;range_open;BUY;;2024-12-20-msg2408;2408;0.9;2603
2024-12-20T09:02:57Z;range_close;;;2024-12-20-msg2408;2412;0.95;
2024-12-20T10:53:56Z;range_open;BUY;;2024-12-20-msg2413;2413;0.9;2605
2024-12-20T12:24:49Z;range_close;;;2024-12-20-msg2413;2415;0.95;
2024-12-20T13:59:01Z;range_open;BUY;;2024-12-20-msg2416;2416;0.9;2609
2024-12-20T14:35:04Z;range_close;;;2024-12-20-msg2416;2420;0.95;
2024-12-23T07:52:37Z;range_open;SELL;;2024-12-23-msg2431;2431;0.9;2630
2024-12-23T09:59:20Z;range_close;;;2024-12-23-msg2431;2441;0.95;
2024-12-23T10:21:02Z;range_open;BUY;;2024-12-23-msg2443;2443;0.9;2623
2024-12-23T11:41:39Z;range_close;;;2024-12-23-msg2443;2445;0.95;
2024-12-26T07:15:21Z;range_open;BUY;;2024-12-26-msg2460;2460;0.9;2627
2024-12-26T11:13:05Z;range_close;;;2024-12-26-msg2460;2465;0.95;
2024-12-26T12:40:17Z;range_open;BUY;;2024-12-26-msg2466;2466;0.9;2626
2024-12-26T13:06:17Z;range_close;;;2024-12-26-msg2466;2470;0.95;
2024-12-26T13:55:42Z;range_open;BUY;;2024-12-26-msg2471;2471;0.9;2622
2024-12-26T14:59:58Z;range_close;;;2024-12-26-msg2471;2475;0.95;
2024-12-30T08:03:11Z;range_open;SELL;;2024-12-30-msg2494;2494;0.9;2616
2024-12-30T09:19:37Z;range_close;;;2024-12-30-msg2494;2500;0.95;
2024-12-30T09:25:49Z;range_open;SELL;;2024-12-30-msg2501;2501;0.9;2615
2024-12-30T10:20:31Z;range_close;;;2024-12-30-msg2501;2506;0.95;
2024-12-30T12:59:12Z;range_open;SELL;;2024-12-30-msg2508;2508;0.9;2622
2024-12-30T13:19:18Z;range_close;;;2024-12-30-msg2508;2512;0.95;
2024-12-30T15:00:07Z;range_open;SELL;;2024-12-30-msg2513;2513;0.9;2611
2024-12-30T15:08:06Z;range_close;;;2024-12-30-msg2513;2519;0.95;
2024-12-31T07:46:48Z;range_open;SELL;;2024-12-31-msg2524;2524;0.9;2612
2024-12-31T13:26:01Z;range_close;;;2024-12-31-msg2524;2540;0.95;
2024-12-31T14:21:43Z;range_open;SELL;;2024-12-31-msg2541;2541;0.9;2612
2024-12-31T18:33:43Z;range_close;;;2024-12-31-msg2541;2544;0.95;
2025-01-02T07:47:29Z;range_open;SELL;;2025-01-02-msg2552;2552;0.9;2633
2025-01-02T10:03:45Z;range_close;;;2025-01-02-msg2552;2555;0.95;
2025-01-02T10:11:33Z;range_open;BUY;;2025-01-02-msg2556;2556;0.9;2636
2025-01-02T10:20:18Z;range_close;;;2025-01-02-msg2556;2560;0.95;
2025-01-02T13:36:11Z;range_open;BUY;;2025-01-02-msg2561;2561;0.9;
2025-01-02T13:48:29Z;range_close;;;2025-01-02-msg2561;2562;0.95;
2025-01-06T07:55:32Z;range_open;BUY;;2025-01-06-msg2584;2584;0.9;2627
2025-01-06T09:30:04Z;range_close;;;2025-01-06-msg2584;2593;0.95;
2025-01-06T11:38:41Z;range_open;SELL;;2025-01-06-msg2594;2594;0.9;2646
2025-01-06T12:26:53Z;range_close;;;2025-01-06-msg2594;2600;0.95;
2025-01-06T13:38:57Z;range_open;BUY;;2025-01-06-msg2601;2601;0.9;2629
2025-01-06T14:09:55Z;range_close;;;2025-01-06-msg2601;2607;0.95;
2025-01-07T07:17:47Z;range_open;BUY;;2025-01-07-msg2613;2613;0.9;2640
2025-01-07T09:09:49Z;range_close;;;2025-01-07-msg2613;2619;0.95;
2025-01-07T10:43:27Z;range_open;BUY;;2025-01-07-msg2620;2620;0.9;2644
2025-01-07T12:08:24Z;range_close;;;2025-01-07-msg2620;2630;0.95;
2025-01-07T13:22:47Z;range_open;SELL;;2025-01-07-msg2631;2631;0.9;2660
2025-01-07T13:51:53Z;range_close;;;2025-01-07-msg2631;2640;0.95;
2025-01-07T14:15:52Z;range_open;SELL;;2025-01-07-msg2641;2641;0.9;2658
2025-01-07T14:17:25Z;range_close;;;2025-01-07-msg2641;2643;0.95;
